actual,predicted
142.5,127.88614
105.0,115.87847
137.5,121.79233
174.63,190.7928
280.0,271.56253
185.97,195.02386
75.0,90.023056
226.8,225.85358
215.0,254.75372
300.0,265.8817
227.5,278.86786
188.24,246.57912
183.7,194.9487
147.5,141.49255
124.74,131.65475
215.0,198.49068
255.0,232.90651
201.85,196.40508
235.0,232.46478
205.0,205.45891
185.0,154.08228
227.5,205.25871
130.0,107.41307
182.5,190.71652
155.0,139.51027
222.5,212.45288
150.0,132.3272
177.5,153.77708
250.0,248.21298
136.08,134.76186
202.5,213.82904
217.72,236.12207
245.0,205.0133
265.0,275.46594
195.0,209.4526
263.08,265.81976
151.95,160.02696
125.0,142.84576
237.5,230.5638
238.14,292.9257
262.5,259.72534
113.4,128.35405
195.0,178.11237
204.12,215.86932
220.0,215.69801
137.5,135.92815
190.51,224.09406
232.5,249.28882
181.44,169.93155
160.0,158.7379
252.5,260.61374
108.86,133.96848
80.0,99.82857
127.01,153.42972
272.16,269.7023
212.5,205.96008
192.5,173.79399
200.0,202.50664
192.5,181.31583
280.0,263.96362
210.0,224.85094
260.0,230.92714
183.0,150.36139
147.42,136.75357
247.5,265.7463
222.5,252.53185
158.76,168.28528
151.95,167.38525
200.0,196.3815
100.0,181.28699
174.63,178.67409
250.0,280.6295
181.44,178.00832
102.5,116.14097
287.5,291.30746
125.0,129.6771
204.12,216.5357
205.0,223.8003
161.03,179.01746
147.42,165.13274
235.0,186.2982
117.5,127.534485
142.5,149.23839
265.0,242.63275
145.0,126.03553
213.19,173.60088
270.0,245.12282
110.0,122.0437
208.65,200.209
240.0,237.54655
240.0,252.52118
183.7,192.81499
183.7,165.62425
278.96,269.5395
255.0,266.43814
287.5,314.36124
231.33,254.11067
238.14,254.66656
170.0,215.32304
177.5,201.61484
235.0,228.8076
182.5,164.19861
120.0,114.53681
145.0,143.69908
125.0,136.66626
190.0,199.89941
181.44,181.5653
255.0,263.3761
145.0,129.38176
132.5,143.69327
227.5,238.75427
224.53,253.288
200.0,199.78421
280.0,269.2553
102.06,120.96194
254.0,252.40392
207.5,209.73074
135.0,134.12317
197.3,203.89502
220.0,247.47144
190.0,195.65631
235.0,257.99503
162.5,145.19527
185.97,194.14589
140.0,152.26102
117.93,139.13686
255.0,249.92899
300.0,271.131
104.33,116.81615
90.0,92.70946
112.5,128.17235
113.4,105.048355
182.5,201.90997
195.04,184.01895
229.06,201.32867
115.67,132.11482
149.69,149.27625
257.5,269.6205
277.5,276.07678
177.5,171.80011
200.0,207.62994
150.0,254.70332
287.5,266.42624
175.0,164.40948
207.5,200.14304
142.5,163.29546
287.5,280.89215
192.78,181.98985
117.93,106.709885
222.5,216.13528
215.0,200.52802
202.5,236.75313
202.5,219.31837
247.5,267.77652
262.5,263.90253
205.0,221.73088
272.16,228.89758
276.69,280.81375
147.42,135.22916
242.5,249.92941
233.6,237.5649
235.0,224.16519
322.5,304.8876
130.0,139.34239
183.7,180.11688
145.0,211.09248
215.0,230.23096
129.27,138.66002
192.5,185.28639
82.5,77.40642
110.0,124.213356
170.0,163.71135
161.03,177.08498
295.0,264.59628
124.74,116.302055
227.5,213.23161
167.5,169.95851
206.38,201.86362
110.0,121.086075
162.5,207.71027
165.0,192.0917
215.0,190.63293
240.0,241.10757
260.0,265.39603
102.06,108.60424
170.0,176.43155
219.99,203.76013
115.0,124.75447
137.5,134.99742
185.0,200.79123
149.69,168.84477
245.0,257.79895
185.0,176.83539
120.2,114.214645
205.0,194.60007
308.44,287.72974
200.0,217.22205
320.0,323.3577
110.0,115.501686
213.19,221.3411
195.0,196.35756
124.74,124.52672
272.5,266.7204
215.0,213.52939
138.35,134.736
172.37,165.99684
235.0,257.1423
92.5,117.15312
182.5,187.73894
156.49,163.17863
220.0,217.3358
145.15,146.56972
110.0,107.66945
197.31,210.46526
130.0,119.05647
132.5,136.36388
255.0,200.72964
127.5,132.49916
195.04,224.33713
172.37,154.19516
135.0,136.29445
260.82,272.6068
180.0,180.94667
207.5,192.43463
256.28,282.39578
136.08,127.70883
197.5,208.76001
240.0,238.94481
70.0,91.723854
202.5,193.92276
250.0,246.46432
215.0,259.43967
240.0,241.42403
170.1,205.20573
305.0,272.54388
227.5,237.33572
145.0,153.9233
232.5,213.72731
240.0,250.99747
100.0,116.0823
213.19,217.46289
245.0,234.16093
97.5,104.1867
180.0,205.67834
280.0,263.2045
180.0,191.64813
255.0,243.06717
290.0,298.63367
249.48,270.24753
142.5,135.32028
137.5,120.88328
217.72,221.20535
235.87,238.78212
215.46,207.96054
226.8,232.08772
200.0,202.68796
244.94,260.78214
82.5,95.958046
201.85,202.94681
192.5,190.36685
185.0,187.33224
227.5,242.71588
180.0,145.23912
287.5,269.26413
181.44,178.21371
222.26,216.34505
151.95,163.4533
265.0,291.4439
85.0,102.641304
220.0,204.90295
199.58,201.99004
187.5,173.10767
200.0,233.10098
147.42,167.17953
172.37,163.48024
247.5,242.5561
245.0,248.02249
181.44,212.28952
295.0,275.54196
205.0,212.48715
204.12,188.24564
240.0,204.1997
327.5,311.6289
137.5,119.679245
212.5,218.0901
124.74,134.93971
274.42,209.16264
240.0,238.1975
180.0,164.62852
142.88,125.5663
136.08,134.54128
192.5,214.08653
182.5,158.5079
272.5,292.34503
237.5,201.82115
142.88,147.55373
280.0,241.85042
90.0,99.43068
172.37,184.5061
235.0,257.7764
161.03,158.66643
145.0,147.09091
257.5,247.177
272.5,253.98062
242.5,227.4462
280.0,290.55557
138.35,147.78444
165.0,177.33897
265.35,221.45375
340.0,289.72125
226.8,285.54477
172.37,178.4341
100.0,104.19489
255.0,281.3219
238.14,231.95665
240.4,216.77487
120.0,119.703125
285.0,295.17004
226.8,261.87943
115.0,134.95006
172.37,173.42293
150.0,133.47037
170.0,166.97255
217.5,215.1527
222.26,220.74458
205.0,202.866
90.0,110.78827
72.6,78.72486
272.16,263.717
207.5,219.98352
92.5,102.251884
226.8,206.08458
137.5,132.61145
222.5,205.21043
182.5,167.37024
262.5,269.90353
152.5,155.03505
195.0,174.77304
240.0,222.03609
132.5,151.15137
227.5,263.3013
231.33,248.26596
192.5,203.71417
277.5,278.91394
245.0,272.92377
124.74,130.32536
113.4,110.08972
262.5,255.21661
270.0,256.2608
117.5,122.08696
229.06,212.18484
188.24,175.62354
199.58,166.45699
182.5,187.15079
185.97,174.46078
254.01,275.19843
195.04,234.34569
226.8,183.15373
215.0,220.45679
150.0,160.07567
54.43,100.82118
132.5,128.55917
204.12,196.52975
247.5,230.76936
207.5,174.12135
217.5,225.66273
155.0,157.8176
290.0,288.71317
129.27,148.69907
265.0,240.02812
180.0,171.8212
258.55,229.96236
230.0,204.78424
362.5,320.83463
210.0,194.6178
140.0,136.2943
205.0,217.38994
190.0,216.8805
215.0,220.5827
204.12,191.49849
192.5,205.54128
157.5,214.78833
245.0,229.43898
160.0,156.18684
125.0,113.61699
156.49,166.96182
122.47,131.68098
232.5,236.07074
120.2,131.014
140.0,118.00103
107.5,122.95203
165.0,189.32568
95.0,111.91953
155.0,163.93445
277.5,285.3975
322.5,278.6239
225.0,220.05757
112.5,114.91127
212.5,190.37279
240.0,233.62598
217.72,237.81116
235.0,235.33232
231.33,221.56114
226.8,234.72908
205.0,207.71027
165.0,161.97153
227.5,210.88751
210.0,218.66924
106.59,112.13987
110.0,100.62531
280.0,266.60498
140.0,156.78613
182.5,180.60779
105.0,98.65407
232.5,195.22203
290.0,287.45654
122.5,149.6518
282.5,219.67459
245.0,252.7536
204.12,185.81302
200.0,210.75897
245.0,235.78241
240.0,249.1323
175.0,158.19589
110.0,117.11363
130.0,123.182045
147.5,166.73734
320.0,290.73615
295.0,273.2441
257.5,255.5216
130.0,143.55533
165.56,163.62657
300.0,264.9484
130.0,143.20142
288.03,266.21533
152.5,141.28592
240.4,229.12099
227.5,193.47237
137.5,105.57707
208.65,212.5758
142.5,127.9713
175.0,178.57999
80.0,74.13378
200.0,166.76993
230.0,221.77263
110.0,118.29603
245.0,240.7968
185.97,187.61855
260.0,241.90353
120.0,142.99057
190.0,187.73196
122.5,130.03813
185.0,201.96552
290.0,260.37115
227.5,237.20908
160.0,144.19255
170.0,164.0871
165.56,166.21692
136.08,128.67569
272.16,273.73636
257.5,284.67316
160.0,163.12473
122.5,125.236725
124.74,109.90466
197.31,201.66524
340.0,358.7269
200.0,209.3462
111.13,188.60849
110.0,125.102425
142.5,129.85855
275.0,269.18796
195.0,210.56781
155.0,202.03757
161.03,180.93105
140.0,141.33023
300.0,303.42407
233.6,228.0004
204.12,215.11917
162.5,173.85362
125.0,123.435646
140.0,126.648735
165.56,164.15817
217.72,213.51807
115.0,123.40728
282.5,300.9657
122.5,134.84853
219.99,207.83337
192.5,199.91454
158.76,134.4399
220.0,204.69522
210.0,220.17879
206.38,201.7205
310.0,254.7734
187.5,171.83415
200.0,181.38348
292.57,291.69043
215.0,222.2054
129.27,126.372826
240.0,222.1371
220.0,189.81615
195.0,222.9614
167.5,186.45653
160.0,155.10979
230.0,247.7882
112.5,98.4852
260.0,258.1146
152.5,145.62692
205.0,221.16806
205.0,209.0819
170.0,197.77527
185.97,183.15529
192.5,215.68771
229.06,214.05252
280.0,271.38907
80.0,99.96392
231.33,213.1949
174.63,159.97894
147.42,158.0148
190.0,193.36295
175.0,183.9171
206.38,202.6608
226.8,213.2401
307.42,281.0428
265.0,161.87004
135.0,96.21377
185.0,196.9228
149.69,164.23929
192.8,223.97789
202.5,194.80086
235.0,266.96802
181.44,186.54016
244.94,268.90112
165.6,174.09003
230.0,235.44449
133.0,123.94623
265.0,239.13281
142.5,141.20032
262.5,244.51079
136.08,134.57698
263.08,239.35016
102.5,109.661224
197.5,218.47142
115.0,119.27683
235.0,228.72173
252.5,269.29602
122.5,130.11887
165.0,186.41776
120.0,131.75809
150.0,202.94783
122.5,124.124435
155.0,154.2548
217.72,196.24583
155.0,132.2712
130.0,157.28242
90.0,93.487144
154.22,166.17201
100.0,108.05401
182.5,191.6832
260.82,235.72876
170.0,146.82587
208.65,177.96347
230.0,232.92451
150.0,158.5439
180.0,170.41441
140.0,131.63379
225.0,246.48256
188.24,181.89621
265.35,253.0714
185.0,214.17862
147.5,143.57542
267.5,248.02501
222.26,224.56926
180.0,150.53566
233.6,205.83324
197.5,185.46635
299.37,299.25177
220.0,236.01259
152.5,148.05795
175.0,186.75394
142.88,158.93216
245.0,269.08017
272.5,263.03757
215.0,185.65161
135.0,164.73103
205.0,214.14505
174.63,189.2406
192.78,177.55704
226.8,267.39035
156.49,155.4351
219.99,230.95155
174.63,149.81929
208.65,215.56569
130.0,135.86841
204.12,208.16698
90.0,82.24954
145.15,163.67851
226.8,188.80222
124.74,145.62381
102.5,119.18944
174.63,182.86847
120.0,115.942955
225.0,222.28487
195.04,217.44412
157.5,168.14386
185.0,195.7121
122.5,105.37638
210.0,218.0821
122.5,125.97661
181.44,182.75177
125.0,142.37044
125.0,110.33967
183.7,200.72293
115.0,120.70189
192.5,154.66774
200.0,195.41376
220.0,233.22963
182.5,209.02211
235.0,261.8035
125.0,122.60258
181.44,163.41946
170.0,182.27493
150.0,144.03764
150.0,129.18217
200.0,208.74055
92.5,115.964455
226.0,219.57095
195.04,202.57379
250.0,261.1729
245.0,261.1463
215.0,224.78633
125.0,122.81157
150.0,147.69803
190.51,177.56403
210.92,228.67128
260.0,244.7314
219.99,214.62198
225.0,207.24113
147.5,168.1634
151.95,157.54541
86.18,94.90918
204.0,185.20126
275.0,266.51404
142.5,148.44287
152.5,155.09335
227.5,253.56778
170.1,163.31
250.0,270.15897
190.0,179.17673
275.0,281.41937
201.85,219.08421
127.5,135.61304
202.5,197.13692
195.0,149.73212
204.1,221.07544
187.5,195.19855
317.51,282.5096
117.93,109.4081
290.0,241.78719
245.0,241.10703
197.31,189.69066
125.0,143.8026
182.5,163.4893
247.2,234.84225
185.0,187.77916
115.0,135.2333
136.08,174.29266
160.0,139.8424
170.0,152.33635
90.0,107.90283
240.0,277.61792
290.0,283.64606
125.0,117.653076
204.12,207.82692
147.42,137.00584
187.5,186.97218
156.49,170.32768
127.5,122.08061
112.5,132.28633
395.0,335.39417
240.0,253.43498
62.5,68.64736
170.1,172.22128
150.0,180.64568
265.0,272.8348
157.5,148.6009
160.0,148.19214
150.0,136.20284
210.0,208.19153
115.0,126.70966
142.5,134.07004
142.88,179.35863
249.48,220.6465
117.93,110.86571
245.0,248.0662
180.0,195.81474
200.0,213.29828
207.5,212.38196
195.0,197.58151
275.0,288.27206
150.0,174.80249
205.0,232.28502
217.7,231.64447
182.5,221.2478
205.0,213.98297
287.5,267.25775
90.0,98.2527
280.0,288.99643
210.0,194.60738
317.51,308.62558
206.38,199.16502
226.8,219.5582
149.69,148.33331
220.0,219.68741
260.0,286.9506
197.5,233.53812
232.5,220.22194
225.0,262.94714
260.0,224.11592
182.5,195.47934
130.0,146.44664
140.0,143.63242
260.0,169.50858
300.0,294.30173
185.0,185.65837
105.0,121.499115
212.5,198.4257
290.5,254.11378
207.5,228.43753
227.5,224.42046
305.0,292.95673
220.0,240.2067
165.0,182.29189
97.5,130.92899
190.0,199.40793
227.5,204.51357
192.5,221.89125
97.52,111.01837
306.17,252.90099
227.5,195.55003
172.37,178.82898
250.0,248.26543
320.0,343.8089
210.0,236.85594
160.0,154.39403
140.0,222.51234
210.0,242.37106
204.12,197.52765
210.0,232.07933
225.0,229.89957
227.5,225.15363
85.0,108.28459
232.5,241.6019
197.31,206.61919
142.88,124.579544
240.0,241.20905
212.5,210.30673
185.97,212.64015
147.5,169.69661
288.03,257.52118
95.0,98.88642
272.7,236.04396
288.03,268.9333
267.5,282.04013
117.5,121.87323
229.06,228.24269
355.0,355.92
174.63,195.50446
147.5,139.47867
310.0,314.60544
200.0,226.27072
226.8,242.5694
270.0,264.24664
238.14,258.1064
295.0,293.02213
160.0,165.81824
185.0,167.43095
260.0,297.14722
213.19,217.47809
162.5,149.09218
215.0,222.99295
115.0,123.9927
227.5,225.76886
135.0,138.90698
165.0,150.6814
305.0,290.36664
170.1,177.62813
132.5,124.36975
125.0,128.68204
267.5,287.7887
131.54,146.01634
142.5,143.60957
210.0,265.65915
181.44,176.79016
165.0,191.04358
231.33,223.42612
300.0,291.22504
110.0,110.75504
265.0,262.83597
240.0,225.95499
147.5,152.79204
227.5,232.69763
136.08,117.83615
265.35,248.08435
257.5,264.90674
122.5,133.8585
245.0,210.05412
217.5,242.18571
165.56,161.79623
225.0,256.3635
182.5,175.58351
100.0,123.96704
215.0,233.38911
237.5,230.58937
315.0,291.99493
276.5,263.7524
207.5,235.78276
117.5,117.636086
155.0,154.0563
132.5,119.08463
182.5,171.82317
160.0,152.64627
183.7,191.61641
155.0,151.948
226.8,222.34592
170.0,171.13177
102.06,121.916565
226.8,224.35399
145.0,140.38188
192.5,194.10478
165.0,151.9174
332.5,326.99112
237.5,255.38838
217.5,236.51216
265.35,258.39368
265.0,250.63385
222.26,240.91388
136.08,148.98097
220.0,202.85054
122.5,134.55501
142.88,175.96132
155.0,145.48628
247.2,230.94258
257.5,270.508
140.0,132.0171
185.0,185.61993
165.56,166.9838
160.0,177.8447
272.5,257.55743
272.16,261.45743
113.4,122.57399
195.0,214.68578
205.0,226.5787
172.37,174.95319
132.5,137.25249
225.0,220.29517
300.0,289.74628
97.52,116.37149
212.5,217.3524
179.17,178.2012
242.5,213.8787
225.0,219.13095
227.5,208.84958
312.5,209.49496
215.46,203.74963
140.0,130.12732
260.0,229.78374
280.0,282.4323
280.0,264.085
182.5,181.99043
232.5,227.36133
285.76,296.93085
42.5,69.46059
130.0,140.913
262.5,260.99875
257.5,232.78368
188.24,170.3072
180.0,186.15443
190.0,156.75508
185.0,168.3733
154.22,184.90108
257.5,281.2456
245.0,261.7658
330.0,340.45483
224.53,245.36125
272.5,227.64417
227.5,237.82123
92.5,61.323765
208.65,231.12367
204.12,218.03465
272.5,227.98451
240.0,221.51082
165.56,164.43077
132.5,128.48964
179.2,197.36246
185.97,200.02141
156.49,148.14235
283.5,254.61801
295.0,278.89667
272.5,267.95053
277.5,301.1381
255.0,245.99794
254.92,268.88556
170.1,164.37999
149.69,152.65654
142.5,146.68646
170.0,158.7961
110.0,119.91392
242.5,218.06659
180.0,172.55318
207.5,208.97324
260.0,267.6759
240.4,210.35204
182.5,255.4113
305.0,336.54858
125.0,129.84483
145.0,152.71712
285.0,267.45746
225.0,241.94408
110.0,90.06109
220.0,241.03487
127.5,151.22372
165.56,180.35843
145.0,149.93895
125.0,144.9431
142.88,155.36848
290.3,274.42303
112.5,132.2288
200.0,220.59438
202.5,194.42664
230.0,262.27682
100.0,106.677246
112.5,143.73851
130.0,109.36709
180.0,190.79303
161.03,155.66467
154.2,163.87424
83.91,96.92234
125.0,142.27573
272.16,262.3022
225.0,212.94183
127.5,128.4752
215.0,226.21632
187.5,183.01083
183.7,182.88884
137.5,151.38788
317.5,291.46213
230.0,206.94962
145.0,164.79057
207.5,190.14334
272.5,261.99512
138.0,116.70161
224.53,221.87071
242.5,227.97961
187.5,176.81511
176.9,185.01459
188.24,208.81232
227.5,242.366
190.0,213.2903
285.0,267.12695
252.5,249.53575
230.0,218.34644
147.42,177.59242
250.0,218.6762
235.0,229.77557
245.0,260.33072
280.0,283.28574
240.0,216.82916
201.85,224.72049
192.78,175.08739
208.65,208.04329
167.5,187.45564
265.0,252.04669
215.0,199.4967
160.0,170.36745
125.0,125.91088
213.19,201.34126
176.9,182.48282
97.5,109.98846
105.0,114.55104
200.0,155.06352
245.0,241.88756
145.0,122.376366
212.5,218.95245
179.17,176.04478
288.03,302.01505
227.5,216.68192
225.0,202.96745
97.5,104.31831
151.95,194.2624
295.0,293.4691
207.5,201.10872
210.92,214.67308
155.0,150.08514
104.33,122.34974
183.7,202.10466
215.46,199.07515
237.5,218.6384
117.5,145.941
308.44,287.47906
226.8,193.1756
160.0,173.62338
215.0,234.73532
204.12,178.84561
181.44,174.4853
92.99,137.01442
210.92,200.48605
165.0,158.22588
130.0,127.89167
188.24,196.50574
263.08,285.1067
215.0,211.56253
125.0,140.39182
195.0,205.04988
200.0,211.50471
294.84,295.38153
120.0,113.07021
249.48,247.53674
165.0,172.54588
167.5,196.81728
226.8,237.72081
120.2,120.25885
160.0,172.95174
137.5,163.51265
100.0,105.85795
122.5,80.33614
142.5,148.15245
122.47,97.868866
105.0,119.42005
195.0,194.42271
247.5,240.79643
145.0,108.0806
142.5,144.76656
185.0,165.38602
122.5,123.82352
117.93,123.53122
217.5,230.77313
137.5,110.77307
165.0,175.07948
140.0,144.77727
145.0,139.8996
225.0,228.09962
215.0,229.7245
151.95,167.15997
220.0,211.72252
290.5,280.879
129.27,163.51997
282.5,248.49492
249.48,242.53606
252.5,231.50948
138.35,142.15599
220.0,222.34111
137.5,126.27728
230.0,179.89568
205.0,209.28053
237.5,236.39224
138.35,129.48315
208.65,234.3958
160.0,165.21394
132.5,144.90128
27.5,72.18637
290.0,262.88318
167.5,142.47432
130.0,129.93037
195.0,211.11873
220.0,206.7629
230.0,203.44952
231.33,207.85962
290.0,282.16888
265.0,241.4436
204.12,194.41022
137.5,140.63345
133.81,143.07944
245.0,242.0874
132.5,146.4469
187.5,211.51141
170.0,176.07973
156.49,199.91093
115.0,107.11938
142.88,129.05765
145.15,152.42133
140.0,162.00482
230.0,217.63484
170.0,164.38547
110.0,110.395256
225.0,219.24998
110.0,112.491905
192.78,236.28082
60.0,103.80507
120.0,134.03477
180.0,192.35834
85.0,109.705956
165.56,173.67969
320.0,292.80267
160.0,149.02896
165.0,166.22664
167.83,169.2684
165.0,168.37119
110.0,104.82141
117.93,125.78194
135.0,140.01697
181.44,186.8919
217.5,186.364
229.1,229.53925
80.0,80.069595
250.0,281.03458
177.5,176.04395
152.5,154.52908
282.5,278.831
317.5,272.26138
160.0,156.10887
181.44,175.42598
240.0,215.54863
122.5,134.6795
147.5,147.49072
147.42,150.70262
226.8,149.4301
114.99,118.87141
85.0,102.17231
112.5,113.28975
200.0,210.0917
97.52,119.50782
133.81,148.69426
258.55,267.25897
115.0,105.00689
145.15,145.17476
132.5,124.6859
226.8,224.11768
124.74,131.87949
112.5,108.88131
155.0,175.9338
230.0,297.21323
115.0,118.77252
195.04,211.97295
137.5,131.41609
265.0,269.41278
197.5,218.76642
137.5,147.17056
113.4,119.311554
82.5,85.25275
112.5,149.77249
137.5,138.34218
104.33,129.54887
283.5,273.22684
129.27,131.38348
235.0,242.40868
204.12,203.0546
335.0,321.56146
292.57,305.0573
190.0,201.73729
245.0,208.85295
265.0,272.23236
182.5,175.60376
167.83,185.58601
270.0,267.46542
207.5,196.83817
250.0,225.24976
202.5,197.89226
210.0,219.82713
157.5,165.19327
156.49,149.84335
195.0,218.75435
190.0,170.2745
167.5,193.71019
250.0,242.39592
210.0,238.37871
185.97,172.08217
104.33,114.30819
108.86,110.19896
132.5,131.94353
240.0,245.9889
100.0,100.308014
70.31,71.21736
319.78,294.53162
250.0,240.39383
287.5,264.64447
192.78,223.54482
195.0,192.23424
195.04,212.89442
282.5,255.63416
181.44,178.31456
140.0,116.103035
151.95,160.21597
267.5,246.38086
197.5,217.70175
242.5,264.80957
130.0,122.50313
125.0,120.00914
145.15,127.21893
250.0,238.32928
238.14,232.40268
170.0,185.48763
290.0,276.53232
183.7,209.05844
158.76,137.91397
150.0,166.74928
210.92,203.88661
275.0,262.2032
62.5,107.91944
183.7,188.56096
254.01,229.68407
172.37,166.8844
190.51,176.18394
132.5,130.27974
162.5,143.4484
155.0,145.95064
177.5,211.27934
100.0,159.87115
225.0,228.16664
210.0,232.80444
200.0,252.33687
256.28,237.35558
167.83,168.45746
225.0,207.3552
255.0,222.71272
135.0,150.87138
220.0,240.74136
215.0,225.57951
250.0,254.32611
250.0,222.96307
111.13,109.61766
174.63,168.35068
127.01,127.9324
280.0,298.5596
120.0,136.31378
297.5,275.19696
215.0,239.99811
110.0,124.06714
105.0,242.17863
215.0,241.6238
106.59,110.1623
260.82,215.9475
179.17,165.81543
130.0,148.50287
199.58,188.34395
147.5,160.60295
130.0,124.64021
101.0,93.42573
200.0,242.05959
217.5,166.66663
287.5,258.96588
250.0,251.17699
200.0,226.17216
192.5,221.2905
225.0,210.55397
157.5,179.86774
199.58,190.90535
272.5,273.45175
137.5,134.12735
187.5,178.35385
231.33,211.06793
300.0,246.96191
200.0,207.79364
327.5,294.5723
99.79,118.74463
235.0,192.91292
277.5,256.60562
190.51,167.70416
281.23,290.89233
210.0,194.47893
232.5,235.78336
200.0,202.98802
185.0,217.03792
131.5,131.29413
347.5,294.0497
226.8,193.27345
265.0,226.44508
90.0,106.72117
172.5,155.73303
230.0,221.19939
230.0,258.79517
154.22,159.12158
235.0,242.68086
235.87,205.15096
215.0,213.01442
155.0,137.60951
262.5,264.35928
175.0,159.6839
181.44,162.08711
174.63,177.98602
308.44,340.65848
142.5,157.33408
205.0,230.07451
272.5,246.84413
247.5,263.21948
145.0,152.483
290.3,260.72513
205.0,211.5534
215.0,187.24756
100.0,112.352615
167.5,165.6175
160.0,179.16035
90.0,93.143
181.44,177.09573
122.47,138.96016
174.63,164.09035
208.65,211.04546
129.27,121.74108
235.0,252.04489
283.5,248.60472
120.0,139.31017
320.0,297.8825
217.72,226.56252
235.0,237.4084
147.5,186.60312
190.0,183.87463
255.0,235.23505
330.0,289.91293
207.5,216.51857
165.0,147.41983
215.0,227.21854
92.5,131.64685
230.0,245.66525
227.5,191.46661
205.0,208.72542
135.0,145.48659
142.9,163.7584
280.0,255.07274
140.0,148.93895
192.78,179.70499
150.0,211.33035
205.0,204.94574
205.0,220.81291
185.97,202.21196
252.5,256.16168
250.0,246.5173
132.5,156.0979
274.42,257.9716
156.49,130.48045
107.5,109.429016
158.76,171.4842
147.5,152.93898
100.0,100.18115
270.0,281.2766
205.0,204.2249
212.5,204.2018
255.0,236.37163
185.97,225.10501
180.0,176.0488
172.5,169.67056
197.5,200.42006
202.5,191.65384
183.7,190.91835
107.5,106.34103
267.5,231.15527
87.5,101.447876
181.44,196.28163
206.38,203.85178
100.0,112.17478
276.69,272.22214
237.5,239.61676
87.5,114.352936
215.0,217.19756
265.0,261.65186
210.0,225.23956
158.76,188.35799
235.0,220.93826
275.0,233.6621
142.5,144.86203
219.99,231.88977
206.38,214.85306
142.88,155.6768
175.0,209.49458
220.0,218.92493
242.5,230.00601
226.8,231.28743
155.0,143.65405
167.83,204.75264
235.0,238.77542
225.0,205.61273
204.12,207.37872
213.19,231.7819
130.0,121.55971
250.0,256.33224
150.0,148.72282
195.0,212.10365
190.0,204.10684
242.67,255.39836
130.0,110.627
220.0,227.0128
300.0,276.81406
257.5,269.2474
263.08,259.45938
117.5,117.60089
132.5,120.62091
172.5,241.31398
335.0,295.70044
251.74,215.5568
122.5,126.40482
332.5,321.36356
145.15,141.06897
244.94,243.67142
213.19,208.745
220.0,238.01402
240.0,234.4676
175.0,176.92036
280.0,265.5065
200.0,180.46391
340.0,288.57834
210.0,169.5373
115.0,123.48645
220.0,197.6263
185.0,194.63971
240.4,240.77257
120.0,126.02168
240.0,246.48668
150.0,139.03963
204.12,197.52396
117.5,115.10763
240.0,258.87497
175.0,188.41283
230.0,218.98311
136.08,148.011
244.94,245.10675
142.5,134.35457
280.0,274.73477
210.0,202.11656
252.5,247.45427
235.87,237.88553
165.56,162.85442
174.63,164.4611
207.5,206.84993
215.0,210.05942
340.0,295.0621
230.0,243.51845
120.0,115.16797
190.0,209.0418
140.0,122.7827
317.5,307.91895
138.4,139.85063
172.5,157.68132
290.0,259.567
215.0,224.79454
197.5,208.77263
150.0,157.64117
199.58,212.20738
154.22,151.42284
176.9,170.00003
182.5,192.8448
210.0,185.05527
232.5,222.80583
202.5,204.9217
197.5,159.29733
250.0,302.3278
142.5,164.93324
210.92,235.0087
135.0,147.54251
188.24,202.00261
151.95,147.18596
