BestSquatKg,BestBenchKg,BodyweightKg,Sex,Equipment,BestDeadliftKg
61.23,136.08,82.5,M,Wraps,226.8
250.0,165.0,106.0,M,Raw,250.0
80.0,40.0,55.3,F,Raw,112.5
192.5,117.5,105.0,M,Raw,212.5
155.0,60.0,98.1,F,Raw,170.0
199.58,113.4,80.2,M,Single-ply,188.24
245.0,150.0,82.1,M,Single-ply,310.0
205.0,125.0,89.3,M,Raw,222.5
230.0,182.5,98.5,M,Raw,287.5
247.5,137.5,91.1,M,Raw,287.5
61.23,31.75,57.52,F,Single-ply,92.99
349.27,206.38,100.0,M,Multi-ply,281.23
105.0,60.0,55.2,F,Raw,168.0
147.5,62.5,71.6,F,Raw,150.0
137.5,77.5,77.6,F,Single-ply,112.5
182.5,110.0,81.5,M,Raw,215.0
175.0,115.0,108.7,M,Raw,187.5
195.0,147.5,88.53,M,Raw,215.0
170.0,110.0,82.5,M,Raw,242.5
190.0,120.0,82.1,M,Raw,245.0
108.86,61.23,78.93,M,Single-ply,131.54
287.5,165.0,67.3,M,Multi-ply,252.5
204.12,122.47,79.02,M,Single-ply,195.04
102.5,72.5,56.43,M,Raw,165.0
175.0,77.5,93.4,F,Raw,202.5
110.0,61.23,85.91,F,Raw,115.67
227.5,152.5,100.0,M,Single-ply,290.0
340.0,185.0,116.4,M,Single-ply,280.0
220.0,132.5,100.0,M,Single-ply,272.5
342.46,233.6,98.61,M,Multi-ply,260.82
122.47,74.84,79.83,M,Single-ply,161.03
170.1,81.65,55.7,M,Single-ply,176.9
90.72,56.7,50.35,F,Raw,113.4
85.0,45.0,66.6,F,Raw,110.0
192.78,108.86,76.93,M,Single-ply,183.7
97.52,52.16,69.13,F,Wraps,127.01
175.0,115.0,79.2,M,Raw,182.5
145.0,90.0,59.4,M,Raw,165.0
183.7,113.4,84.64,M,Single-ply,204.12
192.5,172.5,81.5,M,Raw,240.0
281.23,158.76,121.29,M,Wraps,281.23
150.0,75.0,82.5,F,Raw,167.5
188.24,111.13,63.96,M,Single-ply,158.76
112.5,62.5,50.76,F,Raw,155.0
265.0,162.5,82.1,M,Single-ply,227.5
154.22,102.06,107.59,M,Single-ply,142.88
210.92,136.08,99.79,M,Single-ply,226.8
105.0,82.5,73.0,M,Single-ply,122.5
155.0,87.5,81.1,F,Raw,167.5
232.5,142.5,92.2,M,Raw,265.0
130.0,80.0,66.9,F,Single-ply,140.0
249.48,172.37,104.6,M,Wraps,260.82
175.0,100.0,134.7,F,Raw,180.0
112.5,55.0,51.5,F,Raw,152.5
297.5,247.5,89.9,M,Single-ply,262.5
252.5,180.0,139.7,M,Raw,295.0
175.0,117.5,60.0,M,Single-ply,195.0
77.5,45.0,63.7,F,Raw,105.0
97.5,85.0,72.95,M,Raw,125.0
365.14,292.57,139.71,M,Multi-ply,274.42
315.0,230.0,110.0,M,Single-ply,305.0
99.79,58.97,51.17,F,Raw,140.61
360.0,185.0,118.2,M,Raw,360.0
267.62,176.9,99.79,M,Single-ply,274.42
106.59,61.23,75.0,M,Single-ply,140.61
142.88,81.65,66.5,M,Single-ply,170.1
115.0,70.0,108.35,F,Raw,145.0
167.5,115.0,84.4,M,Single-ply,190.0
140.0,168.0,98.6,M,Single-ply,210.0
182.5,150.0,75.0,M,Single-ply,215.0
192.5,145.0,101.55,M,Raw,247.5
215.0,120.0,87.3,M,Wraps,215.0
226.8,138.35,112.76,M,Single-ply,188.24
150.0,97.5,89.99,M,Raw,197.5
192.78,138.35,87.54,M,Wraps,226.8
220.0,160.0,74.95,M,Wraps,275.0
115.0,112.5,97.16,M,Raw,160.0
219.99,115.67,81.47,M,Single-ply,224.53
190.0,110.0,65.9,M,Single-ply,237.5
111.13,52.16,103.87,F,Wraps,147.42
132.5,87.5,67.18,M,Wraps,165.0
105.0,67.5,69.9,F,Raw,125.0
92.5,60.0,60.05,F,Raw,125.0
252.5,192.5,75.0,M,Raw,270.0
147.5,92.5,51.2,F,Single-ply,145.0
222.5,122.5,104.29,M,Raw,215.0
250.0,180.0,101.9,M,Raw,285.0
229.06,170.1,92.26,M,Raw,283.5
135.0,112.5,66.5,M,Raw,162.5
145.0,100.0,116.3,M,Raw,162.5
240.4,183.7,122.02,M,Multi-ply,249.48
161.03,122.47,82.01,M,Single-ply,172.37
212.5,125.0,75.0,M,Single-ply,240.0
175.0,142.5,106.59,M,Raw,242.5
371.95,190.51,99.79,M,Wraps,324.32
249.48,165.56,122.11,M,Wraps,272.16
230.0,162.5,107.7,M,Raw,255.0
125.0,62.5,61.8,F,Raw,125.0
130.0,67.5,70.0,F,Raw,170.0
197.5,147.5,94.95,M,Wraps,237.5
130.0,80.0,66.9,M,Single-ply,160.0
204.12,147.42,99.79,M,Wraps,235.87
108.86,65.77,84.32,M,Single-ply,113.4
160.0,85.0,117.8,M,Wraps,182.5
199.58,129.27,128.0,M,Single-ply,229.06
125.0,65.0,58.51,F,Wraps,112.5
181.44,120.2,99.52,M,Single-ply,210.92
115.0,55.0,46.3,F,Single-ply,115.0
262.5,150.0,85.86,M,Single-ply,280.0
192.5,155.0,71.5,F,Single-ply,210.0
205.0,137.5,165.8,M,Raw,185.0
247.5,145.0,74.6,M,Single-ply,232.5
60.0,45.0,80.0,F,Raw,105.0
138.35,56.7,51.62,M,Single-ply,151.95
136.08,86.18,79.83,F,Raw,172.37
195.0,190.0,104.6,M,Raw,270.0
176.9,74.84,89.36,F,Wraps,183.7
90.0,52.5,58.88,F,Wraps,112.5
174.63,88.45,59.33,M,Single-ply,172.37
81.65,81.65,61.96,M,Single-ply,158.76
180.0,125.0,114.6,M,Raw,207.5
227.5,137.5,87.2,M,Raw,240.0
190.51,142.88,98.16,M,Wraps,195.04
112.5,55.0,53.0,F,Raw,150.0
82.5,57.5,105.5,F,Raw,117.5
82.5,52.5,66.45,F,Raw,120.0
145.0,102.5,73.0,M,Raw,170.0
105.0,52.5,56.0,F,Single-ply,112.5
165.56,102.06,98.43,M,Single-ply,188.24
225.0,117.5,82.9,M,Raw,237.5
182.5,137.5,90.35,M,Wraps,215.0
272.16,147.42,131.63,M,Single-ply,238.14
195.04,145.15,99.79,M,Raw,226.8
145.15,79.38,62.51,M,Single-ply,147.42
185.0,132.5,82.5,F,Single-ply,177.5
235.0,160.0,90.9,M,Raw,255.0
122.47,72.57,64.41,M,Single-ply,138.35
140.0,107.5,80.6,M,Single-ply,145.0
230.0,191.0,107.2,M,Wraps,230.0
113.4,56.7,54.43,M,Single-ply,115.67
175.0,95.0,71.2,M,Raw,197.5
170.0,120.0,85.0,M,Raw,202.5
95.25,70.31,62.14,M,Single-ply,115.67
175.0,102.5,85.4,M,Raw,202.5
125.0,100.0,73.6,M,Raw,172.5
265.0,175.0,110.0,M,Single-ply,250.0
172.37,104.33,79.7,M,Single-ply,181.44
206.38,142.88,97.89,M,Wraps,226.8
142.5,70.0,51.5,F,Single-ply,145.0
152.5,102.5,114.8,F,Raw,187.5
105.0,47.5,82.5,F,Wraps,120.0
82.5,60.0,65.1,M,Single-ply,145.0
240.0,145.0,74.89,M,Wraps,215.0
111.13,83.91,100.0,F,Multi-ply,142.88
208.65,131.54,66.41,M,Single-ply,233.6
197.5,125.0,88.3,M,Single-ply,217.5
183.7,120.2,90.0,M,Wraps,229.06
165.56,81.65,72.21,F,Wraps,188.24
192.78,108.86,89.81,M,Single-ply,165.56
167.83,117.93,112.13,M,Single-ply,183.7
47.5,30.0,52.0,M,Raw,62.5
204.12,115.67,118.12,M,Single-ply,197.31
238.14,151.95,90.26,M,Multi-ply,238.14
190.0,115.0,90.0,M,Single-ply,200.0
111.13,86.18,74.12,M,Single-ply,154.22
155.0,127.5,81.3,M,Raw,202.5
280.0,165.0,109.1,M,Single-ply,250.0
179.17,102.06,77.02,M,Single-ply,179.17
85.0,47.5,74.3,F,Raw,107.5
235.87,158.76,107.86,M,Wraps,281.23
120.0,72.5,57.9,M,Wraps,170.0
122.5,57.5,82.5,F,Raw,152.5
167.5,85.0,66.1,F,Single-ply,192.5
272.5,175.0,98.8,M,Wraps,270.0
182.5,135.0,103.1,M,Raw,210.0
70.0,47.5,56.4,F,Raw,105.0
200.0,135.0,73.44,M,Raw,220.0
150.0,115.0,82.5,M,Raw,225.0
90.72,68.04,67.49,M,Single-ply,136.08
195.0,142.5,72.8,M,Raw,217.5
340.0,240.0,89.49,M,Multi-ply,270.0
110.0,70.0,77.3,F,Raw,157.5
136.08,92.99,86.41,M,Single-ply,156.49
115.67,61.23,79.38,M,Single-ply,158.76
160.0,90.0,71.89,M,Single-ply,192.5
237.5,180.0,90.0,M,Raw,305.0
175.0,142.5,102.8,M,Raw,182.5
92.5,52.5,67.2,F,Raw,125.0
92.5,55.0,60.6,F,Raw,132.5
327.5,230.0,118.51,M,Raw,342.5
375.0,215.0,158.75,M,Raw,317.5
208.65,97.52,158.76,M,Single-ply,181.44
254.01,181.44,117.48,M,Wraps,233.6
107.5,55.0,55.7,F,Wraps,110.0
117.5,62.5,84.0,F,Raw,142.5
200.0,127.5,99.7,M,Wraps,245.0
150.0,85.0,97.7,M,Raw,185.0
217.72,124.74,66.5,M,Single-ply,229.06
92.5,60.0,58.6,F,Wraps,125.0
252.5,145.0,82.45,M,Raw,295.0
280.0,240.0,119.25,M,Single-ply,290.0
260.0,167.5,112.2,M,Raw,310.0
231.33,117.93,118.48,M,Single-ply,226.8
160.0,107.5,94.65,M,Raw,185.0
122.47,111.13,89.09,M,Wraps,133.81
205.0,147.5,89.76,M,Raw,272.5
176.9,120.2,74.03,M,Single-ply,181.44
181.44,83.91,59.87,M,Single-ply,181.44
137.5,65.0,52.0,F,Single-ply,142.5
85.0,50.0,68.45,F,Raw,105.0
140.0,125.0,77.4,M,Raw,170.0
92.5,60.0,63.7,F,Raw,127.5
222.5,147.5,100.0,M,Single-ply,262.5
154.22,92.99,71.03,M,Single-ply,161.03
136.08,86.18,122.47,M,Single-ply,136.08
220.0,190.0,82.46,M,Single-ply,210.0
145.0,95.0,72.8,M,Raw,180.0
90.0,55.0,53.1,M,Raw,120.0
335.0,180.0,104.1,M,Raw,262.5
74.84,56.7,70.49,F,Wraps,83.91
157.5,102.5,67.5,M,Raw,195.0
163.29,86.18,74.39,M,Single-ply,163.29
137.5,75.0,71.8,F,Raw,172.5
247.5,150.0,98.8,M,Raw,260.0
280.0,187.5,92.95,M,Raw,305.0
75.0,40.0,58.2,F,Raw,117.5
142.5,97.5,81.3,M,Raw,160.0
105.0,62.5,67.3,F,Raw,140.0
174.63,97.52,97.34,M,Single-ply,165.56
131.54,145.15,121.65,M,Single-ply,142.88
177.5,80.0,72.1,M,Raw,210.0
167.5,122.5,82.1,M,Raw,195.0
60.0,32.5,78.4,F,Raw,80.0
265.35,174.63,107.23,M,Raw,342.46
210.0,127.5,74.1,M,Single-ply,205.0
188.24,90.72,72.03,F,Multi-ply,170.1
85.0,47.5,82.6,F,Raw,137.5
97.5,65.0,55.7,F,Raw,142.5
137.5,90.0,77.04,M,Single-ply,177.5
117.5,77.5,117.6,F,Raw,147.5
192.5,127.5,92.0,M,Raw,220.0
142.88,74.84,59.78,M,Single-ply,136.08
255.0,152.5,101.7,M,Wraps,292.5
75.0,42.5,46.5,F,Single-ply,110.0
60.0,37.5,54.7,F,Raw,87.5
80.0,55.0,60.7,F,Single-ply,102.5
124.74,99.79,66.22,M,Raw,170.1
220.0,140.0,89.5,M,Raw,237.5
280.0,192.5,122.25,M,Raw,282.5
252.5,175.0,82.5,M,Single-ply,250.0
192.78,92.99,97.79,M,Single-ply,149.69
192.78,120.2,80.83,M,Single-ply,208.65
204.12,104.33,102.6,M,Single-ply,208.65
105.0,57.5,64.3,F,Raw,132.5
95.0,70.0,77.56,F,Raw,122.5
205.0,145.0,92.8,M,Raw,200.0
197.5,102.5,82.4,F,Raw,205.0
135.0,70.0,71.7,M,Raw,215.0
165.0,130.0,101.2,M,Raw,200.0
215.0,137.5,98.4,M,Raw,260.0
369.68,244.94,125.0,M,Multi-ply,317.51
265.0,185.0,118.25,M,Single-ply,260.0
142.88,79.38,107.05,M,Single-ply,183.7
249.48,129.27,122.47,M,Single-ply,208.65
272.16,151.95,140.0,M,Multi-ply,249.48
215.0,140.0,86.8,M,Single-ply,250.0
85.0,52.5,52.0,F,Raw,117.5
90.0,55.0,64.41,F,Raw,122.5
97.5,80.0,60.9,F,Raw,127.5
192.5,102.5,100.0,M,Raw,205.0
260.0,190.0,113.15,M,Single-ply,240.0
77.5,57.5,123.8,F,Raw,140.0
100.0,42.5,58.1,F,Raw,87.5
113.4,63.5,73.57,M,Raw,129.27
183.7,104.33,89.81,M,Single-ply,204.12
120.2,70.31,69.04,M,Single-ply,120.2
132.5,77.5,46.16,F,Raw,152.5
181.44,131.54,86.27,M,Raw,165.56
190.51,122.47,81.1,M,Wraps,242.67
107.5,47.5,67.5,F,Raw,125.0
250.0,170.0,112.0,M,Raw,270.0
170.0,147.5,75.0,M,Single-ply,192.5
84.9,55.0,75.0,F,Raw,137.4
254.01,147.42,132.99,M,Single-ply,206.38
137.5,102.5,84.1,M,Raw,175.0
192.5,112.5,81.3,M,Single-ply,222.5
215.0,145.0,89.4,M,Raw,290.0
122.5,60.0,71.3,F,Raw,140.0
170.0,125.0,74.9,M,Raw,200.0
132.5,60.0,65.8,F,Raw,145.0
130.0,70.0,79.1,F,Wraps,130.0
160.0,100.0,79.67,M,Raw,185.0
225.0,170.0,87.5,M,Single-ply,225.0
122.47,81.65,85.46,M,Single-ply,124.74
102.5,52.5,46.5,F,Raw,112.5
140.0,77.5,60.0,F,Single-ply,157.5
95.0,50.0,46.27,F,Single-ply,107.5
306.17,156.49,154.22,M,Single-ply,204.12
229.06,115.67,86.73,M,Wraps,197.31
182.5,125.0,90.0,M,Raw,215.0
113.4,49.9,52.0,F,Raw,113.4
340.0,230.0,119.63,M,Single-ply,312.5
152.5,67.5,83.0,F,Raw,150.0
102.5,70.0,48.75,F,Raw,150.0
185.0,95.0,99.8,M,Raw,205.0
281.23,151.95,179.17,M,Wraps,272.16
215.0,132.5,82.0,M,Raw,215.0
125.0,137.5,89.5,M,Raw,200.0
57.5,45.0,57.3,M,Single-ply,80.0
176.9,92.99,66.32,M,Single-ply,183.7
207.5,145.0,90.2,M,Raw,250.0
240.4,172.37,150.59,M,Single-ply,274.42
170.0,150.0,106.0,M,Raw,180.0
270.0,202.5,119.8,M,Raw,272.5
155.0,125.0,85.3,M,Raw,195.0
160.0,100.0,101.6,M,Single-ply,227.5
215.0,145.0,81.7,M,Single-ply,230.0
265.0,160.0,89.6,M,Single-ply,270.0
200.0,110.0,83.9,M,Raw,225.0
199.58,131.54,89.81,M,Single-ply,183.7
185.97,97.52,66.77,F,Wraps,170.1
254.0,254.0,126.0,M,Single-ply,272.2
102.5,60.0,70.67,F,Raw,117.5
104.33,102.06,82.5,M,Single-ply,136.08
206.38,131.54,97.61,M,Wraps,242.67
202.5,105.0,68.8,M,Raw,190.0
205.0,125.0,115.4,F,Single-ply,170.0
182.5,165.0,72.2,M,Raw,252.5
160.0,105.0,72.0,M,Raw,190.0
80.0,62.5,67.86,M,Raw,110.0
210.0,140.0,114.3,M,Single-ply,232.5
125.0,65.0,120.6,M,Raw,150.0
150.0,122.5,72.8,M,Raw,182.5
175.0,115.0,73.7,M,Raw,230.0
113.4,61.23,63.78,F,Wraps,124.74
255.0,155.0,110.0,M,Single-ply,245.0
149.69,83.91,97.25,M,Single-ply,145.15
183.7,92.99,112.94,M,Single-ply,192.78
245.0,175.0,126.1,M,Wraps,270.0
100.0,65.0,60.8,M,Raw,120.0
197.5,132.5,104.1,M,Raw,247.5
70.0,47.5,69.4,F,Wraps,95.0
124.74,95.25,55.47,M,Single-ply,151.95
172.5,110.0,82.3,M,Raw,242.5
225.0,177.5,135.81,M,Raw,270.0
160.0,102.5,81.5,M,Raw,202.5
112.5,52.5,57.0,F,Raw,137.5
362.87,349.27,130.45,M,Multi-ply,217.72
136.08,72.57,81.1,M,Single-ply,140.61
182.5,122.5,73.0,M,Raw,227.5
107.5,62.5,67.1,F,Raw,127.5
220.0,120.0,72.24,M,Single-ply,220.0
230.0,125.0,89.99,M,Raw,272.5
232.5,132.5,119.4,M,Raw,242.5
290.0,167.5,74.6,M,Single-ply,292.5
136.08,95.25,72.35,M,Single-ply,172.37
205.0,130.0,56.15,F,Single-ply,195.0
238.14,117.93,97.25,M,Wraps,229.06
251.74,142.88,80.65,M,Raw,274.42
190.0,140.0,117.7,M,Raw,240.0
183.0,132.5,94.6,M,Raw,210.0
212.5,167.5,79.7,M,Raw,255.0
110.0,57.5,60.9,F,Raw,142.5
162.5,95.0,96.2,F,Wraps,152.5
217.5,132.5,74.6,M,Raw,245.0
197.31,97.52,62.41,M,Single-ply,185.97
167.5,127.5,108.64,M,Raw,215.0
220.0,180.0,71.71,M,Single-ply,210.0
165.56,136.08,100.0,M,Wraps,149.69
408.23,278.96,181.12,M,Wraps,365.14
133.81,68.04,59.96,F,Wraps,136.08
77.5,35.0,43.7,F,Single-ply,100.0
170.0,160.0,80.7,M,Raw,225.0
183.7,170.1,136.89,M,Wraps,165.56
142.88,70.31,74.39,M,Single-ply,145.15
107.5,57.5,71.8,F,Raw,102.5
130.0,77.5,54.6,F,Single-ply,150.0
185.0,100.0,94.1,M,Raw,240.0
200.0,140.0,78.0,M,Wraps,250.0
120.2,77.11,73.94,M,Single-ply,131.54
104.33,81.65,74.48,M,Single-ply,113.4
135.0,67.5,82.0,F,Raw,160.0
106.59,49.9,44.91,M,Single-ply,117.93
142.88,127.01,82.01,M,Raw,229.06
206.38,142.88,82.1,M,Single-ply,192.78
125.0,65.0,97.52,F,Raw,140.0
127.5,75.0,75.8,F,Single-ply,150.0
74.84,54.43,88.81,F,Raw,97.52
240.0,162.5,108.6,M,Single-ply,265.0
235.0,152.5,82.62,M,Raw,262.5
147.42,86.18,69.67,M,Single-ply,165.56
95.0,57.5,102.9,F,Raw,112.5
240.0,135.0,73.0,M,Single-ply,240.0
232.5,130.0,116.4,M,Raw,272.5
85.0,47.5,55.2,F,Raw,97.5
245.0,177.5,82.1,M,Single-ply,280.0
112.5,67.5,62.2,F,Raw,135.0
145.0,82.5,56.18,F,Single-ply,120.0
192.78,154.22,103.33,M,Raw,226.8
145.0,89.0,71.9,F,Raw,172.5
192.5,125.0,92.6,M,Raw,170.0
75.0,42.5,48.0,F,Single-ply,90.0
120.0,65.0,69.3,F,Raw,162.5
127.01,52.16,92.35,F,Raw,145.15
105.0,65.0,88.31,M,Raw,105.0
285.0,170.0,82.35,M,Single-ply,325.0
105.0,45.0,54.5,F,Raw,135.0
247.5,205.0,92.35,M,Single-ply,230.0
351.53,272.16,137.08,M,Wraps,385.55
330.0,255.0,120.2,M,Single-ply,300.0
287.5,217.5,147.1,M,Wraps,275.0
181.44,113.4,105.6,M,Single-ply,170.1
225.0,135.0,100.0,M,Single-ply,260.0
230.0,167.5,92.3,M,Single-ply,230.0
195.0,140.0,82.5,M,Single-ply,190.0
185.0,137.5,91.1,M,Raw,247.5
110.0,62.5,55.1,F,Single-ply,145.0
197.5,120.0,73.9,M,Raw,207.5
172.5,110.0,81.2,M,Raw,182.5
92.5,47.5,70.0,F,Raw,115.0
251.74,142.88,88.54,M,Single-ply,229.06
250.0,140.0,90.9,M,Raw,267.5
140.0,100.0,72.9,M,Raw,150.0
99.79,54.43,72.03,F,Wraps,136.08
277.5,177.5,92.59,M,Raw,255.0
238.14,145.15,104.6,M,Wraps,249.48
122.5,65.0,61.1,F,Raw,150.0
105.0,55.0,50.4,F,Single-ply,110.0
197.5,125.0,95.5,M,Wraps,257.5
199.58,124.74,100.24,M,Single-ply,201.85
112.5,45.0,66.1,F,Single-ply,120.0
106.59,72.57,95.62,M,Single-ply,147.42
378.75,249.48,134.67,M,Wraps,328.85
231.33,151.95,88.99,M,Single-ply,222.26
192.5,135.0,66.1,M,Raw,220.0
137.5,105.0,97.89,M,Wraps,142.5
154.22,77.11,89.9,M,Wraps,158.76
265.35,165.56,97.52,M,Wraps,272.16
130.0,75.5,50.9,F,Raw,145.0
67.5,37.5,54.6,F,Raw,85.0
181.44,99.79,93.08,M,Single-ply,176.9
285.0,147.5,122.2,M,Raw,282.5
113.4,77.11,54.48,M,Single-ply,138.35
102.5,52.5,71.15,F,Raw,112.5
175.0,137.5,73.6,M,Raw,237.5
220.0,125.0,83.9,M,Wraps,250.0
190.0,135.0,118.39,M,Wraps,215.0
305.0,185.0,146.74,M,Wraps,322.5
182.5,117.5,97.8,M,Raw,235.0
163.29,88.45,99.25,M,Single-ply,208.65
95.0,80.0,81.5,M,Single-ply,130.0
137.5,70.0,70.5,F,Raw,160.0
227.5,110.0,109.5,M,Raw,252.5
202.5,147.5,81.8,M,Raw,220.0
133.81,79.38,59.65,M,Single-ply,136.08
247.5,165.0,134.3,M,Wraps,275.0
120.5,68.0,71.15,F,Raw,150.5
210.0,145.0,128.5,M,Raw,237.5
70.0,60.0,45.4,F,Raw,115.0
167.83,127.01,81.37,M,Wraps,276.69
115.0,57.5,74.8,F,Raw,152.5
342.5,167.5,79.4,M,Multi-ply,287.5
81.65,63.5,56.0,F,Wraps,136.08
152.5,97.5,73.9,M,Raw,175.0
205.0,135.0,144.5,M,Raw,197.5
105.0,62.5,83.8,F,Raw,130.0
142.5,70.0,68.7,F,Raw,145.0
174.63,97.52,59.15,M,Single-ply,185.97
205.0,117.5,92.7,M,Raw,237.5
200.0,142.5,81.5,M,Wraps,230.0
90.0,55.0,66.5,F,Raw,125.0
369.68,215.46,138.89,M,Wraps,299.37
120.0,72.5,73.2,F,Raw,137.5
182.5,145.0,104.33,M,Single-ply,215.0
260.0,172.5,120.5,M,Raw,272.5
92.5,55.0,73.94,F,Raw,100.0
67.5,45.0,60.3,F,Raw,105.0
175.0,102.5,91.6,M,Raw,227.5
145.0,80.0,58.6,F,Multi-ply,147.5
138.35,77.11,58.51,M,Single-ply,158.76
127.5,55.0,59.2,F,Single-ply,130.0
205.0,142.5,82.0,M,Raw,237.5
260.0,170.0,109.68,M,Wraps,277.5
192.5,117.5,102.4,M,Raw,220.0
200.0,147.5,95.5,M,Raw,215.0
165.0,115.0,65.3,M,Raw,220.0
147.5,82.5,82.0,M,Raw,170.0
80.0,45.0,45.25,F,Raw,115.0
188.24,102.06,98.07,M,Single-ply,201.85
125.0,80.0,47.4,F,Single-ply,125.0
100.0,65.0,69.75,F,Raw,140.0
158.76,97.52,65.32,M,Single-ply,161.03
232.5,167.5,108.41,M,Wraps,295.0
180.0,125.0,91.2,M,Raw,230.0
226.8,117.93,99.06,M,Single-ply,201.85
125.0,65.0,68.76,F,Single-ply,132.5
200.0,120.0,130.1,M,Raw,220.0
136.08,68.04,71.03,M,Single-ply,158.76
160.0,132.5,98.8,M,Raw,195.0
265.0,165.0,99.4,M,Single-ply,262.5
120.0,57.5,66.7,F,Raw,145.0
104.33,83.91,94.98,M,Single-ply,151.95
122.5,62.5,82.8,F,Raw,140.0
155.0,115.0,117.5,M,Raw,205.0
217.5,152.5,103.3,M,Raw,260.0
260.0,185.0,107.3,M,Wraps,330.0
237.5,172.5,102.5,M,Raw,270.0
182.5,107.5,103.4,M,Raw,192.5
180.0,120.0,74.1,M,Single-ply,180.0
102.5,72.5,56.43,M,Raw,165.0
133.81,68.04,61.23,M,Single-ply,131.54
232.5,97.5,132.4,F,Single-ply,205.0
161.03,99.79,89.81,M,Single-ply,161.03
199.58,149.69,74.84,M,Single-ply,249.48
110.0,65.0,60.6,F,Raw,115.0
220.0,140.0,98.9,M,Wraps,230.0
322.05,231.33,73.71,M,Multi-ply,260.82
200.0,150.0,75.4,M,Single-ply,230.0
92.5,55.0,68.58,F,Raw,127.5
205.0,120.0,67.5,M,Single-ply,235.0
180.0,105.0,74.0,M,Raw,205.0
217.5,147.5,138.7,M,Single-ply,212.5
232.5,140.0,100.5,M,Raw,280.0
250.0,155.0,89.83,M,Raw,280.0
237.5,167.5,82.5,M,Single-ply,225.0
157.5,90.0,78.0,M,Single-ply,170.0
226.8,133.81,101.33,M,Single-ply,213.19
145.0,70.0,62.0,M,Single-ply,170.0
260.82,133.81,99.16,M,Wraps,294.84
110.0,75.0,64.86,M,Single-ply,117.5
97.5,57.5,86.2,F,Raw,125.0
155.0,100.0,56.0,M,Single-ply,177.5
320.0,202.5,91.3,M,Single-ply,262.5
200.0,120.0,74.93,M,Wraps,230.0
145.0,110.0,73.4,M,Raw,185.0
385.55,290.3,187.97,M,Wraps,367.41
112.5,60.0,69.2,F,Raw,130.0
137.5,115.0,116.66,M,Raw,170.0
165.0,105.0,72.3,M,Raw,205.0
213.19,138.35,105.23,M,Single-ply,176.9
136.08,65.77,52.71,M,Single-ply,149.69
95.0,67.5,57.9,F,Raw,112.5
247.21,136.08,99.16,M,Single-ply,199.58
56.7,45.36,64.41,F,Wraps,111.13
257.5,195.0,99.6,M,Single-ply,267.5
250.0,137.5,97.61,M,Wraps,307.5
192.78,127.01,115.94,M,Single-ply,165.56
115.0,80.0,71.6,F,Raw,137.5
205.0,125.0,92.5,M,Raw,230.0
174.63,102.06,112.49,M,Single-ply,149.69
217.5,165.0,89.6,M,Raw,272.5
55.0,30.0,50.8,F,Raw,75.0
240.0,170.0,123.9,M,Multi-ply,192.5
222.5,162.5,104.2,M,Raw,280.0
137.5,92.5,66.8,F,Raw,150.0
170.0,135.0,83.7,M,Single-ply,225.0
135.0,95.0,55.7,M,Single-ply,202.5
155.0,102.5,67.1,M,Raw,197.5
152.5,107.5,83.0,M,Raw,182.5
100.0,42.5,52.9,F,Raw,97.5
152.5,100.0,82.3,M,Raw,197.5
210.0,100.0,79.56,F,Wraps,210.0
272.2,176.9,95.25,M,Single-ply,254.0
215.0,127.5,137.2,F,Single-ply,197.5
501.22,299.37,139.25,M,Multi-ply,299.37
145.0,95.0,59.4,M,Wraps,180.0
127.5,87.5,66.2,F,Raw,140.0
117.5,72.5,72.05,F,Raw,172.5
170.1,120.2,85.18,M,Wraps,231.33
238.14,142.88,89.18,F,Wraps,240.4
127.01,70.31,100.0,M,Wraps,136.08
165.0,102.5,78.7,M,Raw,165.0
182.5,120.0,99.1,M,Raw,210.0
145.0,75.0,88.63,F,Raw,187.5
204.12,136.08,74.48,M,Single-ply,226.8
125.0,75.0,66.3,F,Raw,140.0
280.0,175.0,103.4,M,Single-ply,260.0
102.1,72.6,67.6,F,Raw,129.3
174.63,124.74,74.21,M,Single-ply,183.7
102.06,58.97,52.53,M,Single-ply,136.08
230.0,130.0,74.9,M,Single-ply,240.0
205.0,117.5,79.3,M,Single-ply,190.0
175.0,135.0,97.7,M,Raw,215.0
117.93,68.04,65.5,F,Raw,122.47
135.0,70.0,73.21,F,Wraps,160.0
226.8,199.58,92.35,M,Single-ply,238.14
175.0,120.0,67.5,M,Wraps,192.5
120.0,72.5,87.9,F,Wraps,145.0
142.5,87.5,62.5,F,Raw,142.5
172.5,112.5,94.44,M,Raw,192.5
165.0,140.0,87.3,M,Single-ply,177.5
127.5,97.5,58.4,M,Raw,155.0
272.16,138.35,109.68,M,Single-ply,263.08
124.74,70.31,86.18,M,Single-ply,136.08
135.0,80.0,60.0,F,Raw,160.0
175.0,132.5,69.4,M,Raw,210.0
250.0,157.5,74.5,M,Raw,250.0
108.86,77.11,65.95,M,Raw,133.81
170.0,95.0,66.5,M,Raw,200.0
174.63,92.99,89.36,M,Single-ply,161.03
55.0,37.5,45.81,F,Raw,85.0
237.5,180.0,115.39,M,Wraps,252.5
125.0,65.0,68.9,F,Raw,142.5
290.3,195.04,134.81,M,Single-ply,249.48
145.0,75.0,73.7,M,Raw,170.0
195.0,112.5,90.1,M,Raw,227.5
350.0,172.5,159.6,M,Single-ply,260.0
75.0,55.0,91.26,F,Wraps,107.5
